"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Dec., 2020"	"2020/12"	"Oregon"	"41"	68	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Pennsylvania"	"42"	411	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Rhode Island"	"44"	31	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"South Carolina"	"45"	146	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Tennessee"	"47"	244	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Texas"	"48"	371	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Utah"	"49"	49	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Vermont"	"50"	20	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Virginia"	"51"	190	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Washington"	"53"	157	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"West Virginia"	"54"	119	Not Applicable	Not Applicable	Not Applicable
	"Dec., 2020"	"2020/12"	"Wisconsin"	"55"	125	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Alabama"	"01"	105	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Alaska"	"02"	13	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Arizona"	"04"	212	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Arkansas"	"05"	48	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"California"	"06"	981	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Colorado"	"08"	146	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Connecticut"	"09"	120	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Delaware"	"10"	43	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"District of Columbia"	"11"	41	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Florida"	"12"	630	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Georgia"	"13"	174	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hawaii"	"15"	18	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Idaho"	"16"	23	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Illinois"	"17"	250	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Indiana"	"18"	232	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Iowa"	"19"	32	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Kansas"	"20"	45	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Kentucky"	"21"	204	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Louisiana"	"22"	211	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Maine"	"23"	54	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Maryland"	"24"	257	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Massachusetts"	"25"	205	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Michigan"	"26"	248	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Minnesota"	"27"	110	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Mississippi"	"28"	69	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Missouri"	"29"	173	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Montana"	"30"	22	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Nebraska"	"31"	12	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Nevada"	"32"	81	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"New Hampshire"	"33"	28	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"New Jersey"	"34"	267	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"New Mexico"	"35"	73	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"New York"	"36"	530	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"North Carolina"	"37"	328	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"North Dakota"	"38"	15	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ohio"	"39"	471	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Oklahoma"	"40"	72	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Oregon"	"41"	95	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Pennsylvania"	"42"	448	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rhode Island"	"44"	36	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"South Carolina"	"45"	161	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Tennessee"	"47"	316	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Texas"	"48"	402	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Utah"	"49"	59	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Vermont"	"50"	15	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Virginia"	"51"	230	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Washington"	"53"	180	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"West Virginia"	"54"	138	Not Applicable	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wisconsin"	"55"	138	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Alabama"	"01"	94	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Alaska"	"02"	16	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Arizona"	"04"	183	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Arkansas"	"05"	51	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"California"	"06"	794	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Colorado"	"08"	122	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Connecticut"	"09"	119	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Delaware"	"10"	43	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"District of Columbia"	"11"	32	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Florida"	"12"	550	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Georgia"	"13"	212	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Hawaii"	"15"	27	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Idaho"	"16"	18	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Illinois"	"17"	236	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Indiana"	"18"	181	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Iowa"	"19"	35	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Kansas"	"20"	47	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Kentucky"	"21"	172	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Louisiana"	"22"	179	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Maine"	"23"	41	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Maryland"	"24"	208	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Massachusetts"	"25"	194	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Michigan"	"26"	211	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Minnesota"	"27"	99	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Mississippi"	"28"	73	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Missouri"	"29"	161	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Montana"	"30"	10	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Nebraska"	"31"	18	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Nevada"	"32"	81	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"New Hampshire"	"33"	27	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"New Jersey"	"34"	245	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"New Mexico"	"35"	70	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"New York"	"36"	427	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"North Carolina"	"37"	295	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Ohio"	"39"	400	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Oklahoma"	"40"	50	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Oregon"	"41"	65	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Pennsylvania"	"42"	447	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Rhode Island"	"44"	32	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"South Carolina"	"45"	131	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"South Dakota"	"46"	12	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Tennessee"	"47"	276	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Texas"	"48"	378	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Utah"	"49"	45	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Vermont"	"50"	12	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Virginia"	"51"	191	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Washington"	"53"	148	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"West Virginia"	"54"	111	Not Applicable	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Wisconsin"	"55"	122	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Alabama"	"01"	139	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Alaska"	"02"	26	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Arizona"	"04"	212	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Arkansas"	"05"	61	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"California"	"06"	904	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Colorado"	"08"	169	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Connecticut"	"09"	126	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Delaware"	"10"	48	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"District of Columbia"	"11"	34	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Florida"	"12"	650	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Georgia"	"13"	218	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Hawaii"	"15"	20	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Idaho"	"16"	22	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Illinois"	"17"	324	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Indiana"	"18"	248	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Iowa"	"19"	39	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Kansas"	"20"	73	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Kentucky"	"21"	202	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Louisiana"	"22"	213	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Maine"	"23"	59	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Maryland"	"24"	242	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Massachusetts"	"25"	237	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Michigan"	"26"	289	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Minnesota"	"27"	131	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Mississippi"	"28"	70	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Missouri"	"29"	179	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Montana"	"30"	10	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Nebraska"	"31"	20	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Nevada"	"32"	76	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"New Hampshire"	"33"	38	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"New Jersey"	"34"	278	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"New Mexico"	"35"	90	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"New York"	"36"	500	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"North Carolina"	"37"	367	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Ohio"	"39"	497	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Oklahoma"	"40"	84	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Oregon"	"41"	92	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Pennsylvania"	"42"	461	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Rhode Island"	"44"	32	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"South Carolina"	"45"	172	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Tennessee"	"47"	348	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Texas"	"48"	478	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Utah"	"49"	47	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Vermont"	"50"	27	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Virginia"	"51"	254	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Washington"	"53"	197	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"West Virginia"	"54"	146	Not Applicable	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Wisconsin"	"55"	131	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Alabama"	"01"	129	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Alaska"	"02"	19	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Arizona"	"04"	208	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Arkansas"	"05"	55	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"California"	"06"	941	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Colorado"	"08"	158	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Connecticut"	"09"	124	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Delaware"	"10"	47	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"District of Columbia"	"11"	27	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Florida"	"12"	738	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Georgia"	"13"	230	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Hawaii"	"15"	11	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Idaho"	"16"	33	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Illinois"	"17"	355	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Indiana"	"18"	253	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Iowa"	"19"	43	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Kansas"	"20"	59	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Kentucky"	"21"	228	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Louisiana"	"22"	215	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Maine"	"23"	47	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Maryland"	"24"	243	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Massachusetts"	"25"	223	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Michigan"	"26"	295	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Minnesota"	"27"	113	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Mississippi"	"28"	85	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Missouri"	"29"	213	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Montana"	"30"	19	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Nebraska"	"31"	21	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Nevada"	"32"	74	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"New Hampshire"	"33"	33	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"New Jersey"	"34"	249	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"New Mexico"	"35"	94	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"New York"	"36"	471	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"North Carolina"	"37"	344	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"North Dakota"	"38"	10	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Ohio"	"39"	497	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Oklahoma"	"40"	70	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Oregon"	"41"	109	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Pennsylvania"	"42"	423	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Rhode Island"	"44"	41	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"South Carolina"	"45"	218	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"South Dakota"	"46"	10	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Tennessee"	"47"	349	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Texas"	"48"	430	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Utah"	"49"	78	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Vermont"	"50"	17	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Virginia"	"51"	243	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Washington"	"53"	196	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"West Virginia"	"54"	161	Not Applicable	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Wisconsin"	"55"	172	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Alabama"	"01"	129	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Alaska"	"02"	29	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Arizona"	"04"	260	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Arkansas"	"05"	62	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"California"	"06"	928	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Colorado"	"08"	177	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Connecticut"	"09"	136	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Delaware"	"10"	48	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"District of Columbia"	"11"	44	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Florida"	"12"	657	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Georgia"	"13"	234	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Hawaii"	"15"	25	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Idaho"	"16"	34	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Illinois"	"17"	311	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Indiana"	"18"	241	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Iowa"	"19"	44	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Kansas"	"20"	51	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Kentucky"	"21"	209	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Louisiana"	"22"	202	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Maine"	"23"	45	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Maryland"	"24"	246	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Massachusetts"	"25"	197	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Michigan"	"26"	280	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Minnesota"	"27"	105	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Mississippi"	"28"	66	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Missouri"	"29"	200	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Montana"	"30"	26	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Nebraska"	"31"	16	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Nevada"	"32"	71	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"New Hampshire"	"33"	38	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"New Jersey"	"34"	235	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"New Mexico"	"35"	106	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"New York"	"36"	484	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"North Carolina"	"37"	353	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"North Dakota"	"38"	14	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Ohio"	"39"	466	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Oklahoma"	"40"	70	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Oregon"	"41"	116	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Pennsylvania"	"42"	550	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Rhode Island"	"44"	50	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"South Carolina"	"45"	178	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Tennessee"	"47"	317	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Texas"	"48"	441	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Utah"	"49"	54	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Vermont"	"50"	20	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Virginia"	"51"	217	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Washington"	"53"	189	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"West Virginia"	"54"	119	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Wisconsin"	"55"	172	Not Applicable	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Wyoming"	"56"	13	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Alabama"	"01"	122	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Alaska"	"02"	20	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Arizona"	"04"	264	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Arkansas"	"05"	51	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"California"	"06"	937	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Colorado"	"08"	168	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Connecticut"	"09"	129	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Delaware"	"10"	41	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"District of Columbia"	"11"	37	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Florida"	"12"	738	Not Applicable	Not Applicable	Not Applicable
